"Razao Social (Registro ANS)";"Cobertura";"Porte";"Classificacao no Mes";"Classificacao no Mes Anterior";"Dez/20";"Nov/20";"Out/20";"Set/20";"Ago/20";"Jul/20";"Jun/20";"Mai/20";"Abr/20";"Mar/20";"Fev/20";"Jan/20";"Competencia";"Data de atualizacao"
"ASSOCIAÇÃO PADRE ALBINO SAÚDE (420158)";"Médico Hospitalar";"Pequeno";"201";"145";"   0.52";"   1.04";"   2.11";"   2.06";"   1.56";"   0.52";"   0.52";"0.00";"0.00";"   1.05";"   1.06";"   1.06";"202007";"15/01/2021 07:40:34"
"UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO (330566)";"Médico Hospitalar";"Pequeno";"202";"107";"   0.52";"   2.04";"   2.55";"   2.05";"   1.54";"   0.52";"   0.52";"   0.51";"   1.53";"   1.53";"   2.04";"   1.53";"202007";"15/01/2021 07:40:34"
"CENTRO HOSPITALAR ATIBAIA LTDA. (350699)";"Médico Hospitalar";"Pequeno";"203";"142";"   0.51";"   1.06";"   2.09";"   2.07";"   1.54";"   0.51";"   1.02";"   1.02";"   0.51";"   0.51";"   1.01";"   2.01";"202007";"15/01/2021 07:40:34"
"UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO (385620)";"Médico Hospitalar";"Pequeno";"76";"123";"   4.30";"   1.45";"   1.49";"   2.98";"   1.48";"   4.30";"   2.86";"   2.86";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA (342131)";"Médico Hospitalar";"Pequeno";"77";"127";"   4.23";"   1.38";"   1.38";"   2.79";"   4.21";"   4.23";"   2.86";"   4.33";"   4.36";"   4.37";"0.00";"   2.92";"202007";"15/01/2021 07:40:34"
"UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO (353027)";"Médico Hospitalar";"Pequeno";"78";"81";"   4.20";"   3.54";"   2.97";"   4.77";"   3.60";"   4.20";"   1.80";"   1.79";"   0.59";"   1.17";"   0.58";"   0.58";"202007";"15/01/2021 07:40:34"
"UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO (351776)";"Médico Hospitalar";"Pequeno";"79";"182";"   4.20";"0.00";"0.00";"   2.81";"   2.81";"   4.20";"   1.39";"   2.77";"   2.76";"   6.91";"   5.52";"   4.16";"202007";"15/01/2021 07:40:34"
"UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO (337498)";"Médico Hospitalar";"Pequeno";"80";"129";"   4.11";"   1.34";"   2.71";"   5.50";"   6.17";"   4.11";"   2.05";"   1.36";"   0.68";"0.00";"   2.70";"   2.70";"202007";"15/01/2021 07:40:34"
"AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA (325465)";"Médico Hospitalar";"Pequeno";"81";"153";"   4.11";"   1.01";"   1.02";"   2.04";"   2.05";"   4.11";"   3.05";"   2.01";"0.00";"   0.99";"   1.97";"   2.95";"202007";"15/01/2021 07:40:34"
"OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA (419699)";"Médico Hospitalar";"Pequeno";"82";"97";"   4.10";"   2.51";"   2.55";"   1.30";"   3.99";"   4.10";"   6.99";"   5.74";"   4.40";"   1.51";"0.00";"   1.59";"202007";"15/01/2021 07:40:34"
"ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI (420786)";"Médico Hospitalar";"Pequeno";"83";"182";"   4.07";"0.00";"   1.64";"   4.91";"   5.72";"   4.07";"   4.86";"   4.35";"   4.32";"   0.86";"   1.58";"   1.58";"202007";"15/01/2021 07:40:34"
"ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL (420000)";"Médico Hospitalar";"Pequeno";"84";"101";"   4.06";"   2.28";"   2.30";"   3.87";"   4.72";"   4.06";"   3.33";"   1.70";"   0.85";"0.00";"0.00";"   3.55";"202007";"15/01/2021 07:40:34"
"ATÍVIA SERVIÇOS DE SAÚDE S/A (320510)";"Médico Hospitalar";"Pequeno";"85";"40";"   3.90";"   9.08";"   9.84";"   8.75";"   6.38";"   3.90";"   3.96";"   2.69";"   3.40";"   3.43";"   3.43";"   4.15";"202007";"15/01/2021 07:40:34"
"CENTRO MÉDICO FÁTIMA LTDA (408883)";"Médico Hospitalar";"Pequeno";"86";"75";"   3.85";"   3.91";"   3.78";"   1.88";"0.00";"   3.85";"   5.78";"   5.72";"   3.77";"   3.76";"   3.80";"   1.93";"202007";"15/01/2021 07:40:34"
"PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A (305626)";"Médico Hospitalar";"Pequeno";"87";"120";"   3.78";"   1.52";"   2.29";"   3.81";"   3.80";"   3.78";"   2.25";"   0.74";"0.00";"   1.47";"   1.46";"   3.63";"202007";"15/01/2021 07:40:34"
"UNIMED ANDRADAS COOPERATIVA DE TRABALHO MÉDICO (352861)";"Médico Hospitalar";"Pequeno";"88";"78";"   3.68";"   3.65";"   3.69";"   3.70";"   3.69";"   3.68";"   3.67";"   1.85";"   3.70";"   1.85";"   1.85";"0.00";"202007";"15/01/2021 07:40:34"
"PLASAC PLANO DE SAÚDE LTDA (306444)";"Médico Hospitalar";"Pequeno";"89";"131";"   3.67";"   1.23";"   1.23";"   2.46";"   2.46";"   3.67";"   1.22";"   3.67";"   2.45";"   3.69";"   1.23";"   3.70";"202007";"15/01/2021 07:40:34"
"PLAMHEG PLANO DE ASSISTÊNCIA MEDICA E HOSPITALAR DO ESTADO DE GOIAS S/A (373141)";"Médico Hospitalar";"Pequeno";"90";"73";"   3.66";"   4.07";"   4.06";"   4.20";"   3.62";"   3.66";"   2.33";"0.00";"   1.18";"   1.19";"   2.38";"   1.19";"202007";"15/01/2021 07:40:34"
"A.P.S ASSISTÊNCIA PERSONALIZADA À SAÚDE LTDA (406708)";"Médico Hospitalar";"Pequeno";"91";"159";"   3.53";"   0.87";"   0.88";"   1.76";"   1.76";"   3.53";"   3.53";"   4.38";"   2.62";"   3.49";"   1.74";"   2.61";"202007";"15/01/2021 07:40:34"
"UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA (335215)";"Médico Hospitalar";"Pequeno";"92";"50";"   3.39";"   7.20";"   6.70";"   5.06";"   3.39";"   3.39";"   3.39";"   4.50";"   5.05";"   6.15";"  10.06";"  10.59";"202007";"15/01/2021 07:40:34"
"ASSOCIAÇÃO DO FISCO DE ALAGOAS (393533)";"Médico Hospitalar";"Pequeno";"93";"182";"   3.20";"0.00";"0.00";"0.00";"0.00";"   3.20";"   3.19";"   3.18";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA (315648)";"Médico Hospitalar";"Pequeno";"94";"161";"   3.18";"   0.79";"   0.79";"   0.80";"   3.19";"   3.18";"   3.15";"   1.56";"   2.45";"   2.61";"   2.80";"   1.87";"202007";"15/01/2021 07:40:34"
"PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA (417491)";"Médico Hospitalar";"Pequeno";"95";"84";"   3.15";"   3.14";"   9.46";"  12.62";"   9.46";"   3.15";"0.00";"0.00";"0.00";"0.00";"0.00";"   3.04";"202007";"15/01/2021 07:40:34"
"UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO (354996)";"Médico Hospitalar";"Pequeno";"96";"61";"   3.13";"   5.03";"   6.11";"   6.18";"   5.19";"   3.13";"   3.17";"   2.12";"   2.13";"   2.13";"   2.12";"   2.11";"202007";"15/01/2021 07:40:34"
"NOSAMED ASSISTÊNCIA MÉDICA LTDA. (305928)";"Médico Hospitalar";"Pequeno";"97";"182";"   3.01";"0.00";"0.00";"0.00";"0.00";"   3.01";"   3.03";"   3.03";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"TUIUIU ADMINISTRADORES DE PLANO DE SAUDE LTDA (412252)";"Médico Hospitalar";"Pequeno";"98";"106";"   2.99";"   2.05";"   4.12";"   5.13";"   5.05";"   2.99";"   3.92";"   3.86";"   3.79";"   2.79";"   0.92";"   0.92";"202007";"15/01/2021 07:40:34"
"UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO (327352)";"Médico Hospitalar";"Pequeno";"99";"182";"   2.98";"0.00";"0.00";"   1.47";"   2.97";"   2.98";"   4.49";"   2.99";"   3.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA. (355593)";"Médico Hospitalar";"Pequeno";"100";"111";"   2.95";"   1.93";"   0.97";"   1.95";"   2.94";"   2.95";"   0.99";"   0.99";"   0.99";"   1.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA (315494)";"Médico Hospitalar";"Pequeno";"101";"155";"   2.94";"   0.97";"   0.97";"   2.93";"   1.95";"   2.94";"   2.00";"   2.04";"   1.04";"0.00";"   1.03";"   1.01";"202007";"15/01/2021 07:40:34"
"UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO (370975)";"Médico Hospitalar";"Pequeno";"102";"156";"   2.91";"   0.97";"   0.97";"   1.94";"   1.94";"   2.91";"   0.96";"   1.90";"   0.94";"   0.94";"   0.94";"   0.93";"202007";"15/01/2021 07:40:34"
"UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA (311057)";"Médico Hospitalar";"Pequeno";"103";"182";"   2.79";"0.00";"0.00";"0.00";"0.00";"   2.79";"   2.77";"   2.74";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO (301124)";"Médico Hospitalar";"Pequeno";"104";"91";"   2.77";"   2.83";"   0.93";"   0.93";"   0.93";"   2.77";"   2.74";"   1.83";"   3.68";"   3.70";"   3.68";"0.00";"202007";"15/01/2021 07:40:34"
"HOSPITAL MATER DEI SA  (421626)";"Médico Hospitalar";"Pequeno";"105";"182";"   2.73";"0.00";"0.00";"0.00";"0.00";"   2.73";"   2.74";"   2.70";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO (366064)";"Médico Hospitalar";"Pequeno";"106";"168";"   2.73";"   0.68";"0.00";"0.00";"   1.36";"   2.73";"   2.72";"   2.04";"   1.35";"   1.35";"   1.35";"   1.35";"202007";"15/01/2021 07:40:34"
"UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO (361941)";"Médico Hospitalar";"Pequeno";"107";"139";"   2.71";"   1.08";"   1.08";"   1.08";"   2.16";"   2.71";"   3.25";"   1.64";"   1.09";"   0.55";"   0.54";"0.00";"202007";"15/01/2021 07:40:34"
"COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA (317012)";"Médico Hospitalar";"Pequeno";"108";"182";"   2.69";"0.00";"0.00";"   1.08";"   2.16";"   2.69";"   1.61";"   0.53";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"MASSA FALIDA DE AMI - ASSISTÊNCIA MÉDICA INFANTIL LTDA (328332)";"Médico Hospitalar";"Pequeno";"109";"182";"   2.68";"0.00";"0.00";"   1.34";"   1.34";"   2.68";"   6.70";"  13.40";"  18.75";"  24.11";"  34.83";"  49.56";"202007";"15/01/2021 07:40:34"
"COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA. (406805)";"Médico Hospitalar";"Pequeno";"110";"182";"   2.65";"0.00";"0.00";"   2.64";"   2.64";"   2.65";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO . (365777)";"Médico Hospitalar";"Pequeno";"111";"114";"   2.59";"   1.89";"   1.27";"   1.28";"   1.93";"   2.59";"   2.59";"   3.23";"   3.87";"   3.86";"   3.20";"   3.19";"202007";"15/01/2021 07:40:34"
"EMPRESA GERENCIAL DE PROJETOS NAVAIS (410322)";"Médico Hospitalar";"Pequeno";"112";"6";"   2.56";" 121.95";"  21.51";"  11.40";"   5.16";"   2.56";"   5.11";"   2.54";"   2.53";"0.00";"0.00";"   2.49";"202007";"15/01/2021 07:40:34"
"UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO (311944)";"Médico Hospitalar";"Pequeno";"113";"65";"   2.51";"   4.72";"   4.82";"   7.38";"   5.01";"   2.51";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA CEB (309362)";"Médico Hospitalar";"Pequeno";"114";"95";"   2.50";"   2.53";"   2.52";"   2.51";"   2.51";"   2.50";"   2.49";"0.00";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO  (350346)";"Médico Hospitalar";"Pequeno";"115";"83";"   2.49";"   3.34";"   2.50";"   3.34";"   1.66";"   2.49";"   1.65";"   1.64";"   0.81";"   0.79";"   0.77";"   0.76";"202007";"15/01/2021 07:40:34"
"UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO (324175)";"Médico Hospitalar";"Pequeno";"116";"49";"   2.40";"   7.25";"   6.03";"   2.41";"   1.20";"   2.40";"   2.39";"   3.55";"   2.35";"   2.35";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA (340162)";"Médico Hospitalar";"Pequeno";"117";"48";"   2.40";"   7.27";"   8.45";"   7.23";"   4.81";"   2.40";"   2.37";"   3.52";"   8.13";"   8.08";"   8.07";"   4.54";"202007";"15/01/2021 07:40:34"
"ALCANCE SAÚDE EIRELI (416975)";"Médico Hospitalar";"Pequeno";"118";"182";"   2.38";"0.00";"0.00";"   2.35";"   2.36";"   2.38";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"EVANGELICO SAUDE LTDA. (401480)";"Médico Hospitalar";"Pequeno";"119";"182";"   2.29";"0.00";"   1.16";"   1.15";"   3.44";"   2.29";"   2.28";"0.00";"   2.26";"   2.26";"   2.26";"0.00";"202007";"15/01/2021 07:40:34"
"UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO (345776)";"Médico Hospitalar";"Pequeno";"120";"179";"   2.14";"   0.52";"   1.04";"   1.57";"   1.59";"   2.14";"   2.66";"   2.61";"   1.54";"   1.02";"   1.02";"   2.04";"202007";"15/01/2021 07:40:34"
"CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE (314251)";"Médico Hospitalar";"Pequeno";"121";"182";"   2.13";"0.00";"   1.07";"   2.14";"   2.13";"   2.13";"   1.07";"   1.07";"   2.13";"   3.20";"   5.34";"   3.20";"202007";"15/01/2021 07:40:34"
"UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO (334154)";"Médico Hospitalar";"Pequeno";"122";"182";"   2.10";"0.00";"0.00";"   2.12";"   2.11";"   2.10";"0.00";"   1.37";"   2.71";"   3.35";"   2.00";"   0.66";"202007";"15/01/2021 07:40:34"
"ASSOCIAÇÃO SAÚDE SÃO JOSÉ (418919)";"Médico Hospitalar";"Pequeno";"123";"182";"   2.08";"0.00";"0.00";"0.00";"   0.69";"   2.08";"   2.07";"   1.38";"   1.39";"   2.10";"   2.83";"   1.43";"202007";"15/01/2021 07:40:34"
"ASSOCIAÇÃO DOS AGENTES FISCAIS DE RENDAS DO ESTADO DE SÃO PAULO- AFRESP (317632)";"Médico Hospitalar";"Pequeno";"124";"148";"   2.05";"   1.03";"   1.03";"0.00";"   1.54";"   2.05";"   2.05";"   0.51";"0.00";"   2.03";"   2.53";"   2.52";"202007";"15/01/2021 07:40:34"
"SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA. (415901)";"Médico Hospitalar";"Pequeno";"125";"182";"   2.03";"0.00";"0.00";"0.00";"0.00";"   2.03";"   2.00";"   1.96";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO (358096)";"Médico Hospitalar";"Pequeno";"126";"175";"   2.01";"   0.50";"   1.00";"   2.00";"   2.51";"   2.01";"   0.50";"   0.50";"   1.00";"   1.00";"   1.50";"   2.00";"202007";"15/01/2021 07:40:34"
"COMPANHIA DE ENGENHARIA DE TRAFEGO - CET (330051)";"Médico Hospitalar";"Pequeno";"127";"88";"   1.97";"   2.96";"   1.97";"   2.95";"   0.98";"   1.97";"   0.98";"   0.98";"0.00";"0.00";"   0.98";"   0.98";"202007";"15/01/2021 07:40:34"
"ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE (406554)";"Médico Hospitalar";"Pequeno";"128";"112";"   1.94";"   1.93";"   1.29";"   0.65";"   1.29";"   1.94";"   3.22";"   3.85";"   3.85";"   1.92";"   0.64";"   0.64";"202007";"15/01/2021 07:40:34"
"CGO SAÚDE - OPERADORA DE PLANOS DE SAÚDE LTDA  (413291)";"Médico Hospitalar";"Pequeno";"129";"130";"   1.93";"   1.26";"   1.88";"   1.25";"   1.27";"   1.93";"   1.94";"   1.93";"   0.64";"   1.26";"   1.86";"   2.45";"202007";"15/01/2021 07:40:34"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS) (408794)";"Médico Hospitalar";"Pequeno";"130";"182";"   1.86";"0.00";"0.00";"   1.89";"   1.88";"   1.86";"0.00";"   1.85";"   1.84";"   1.83";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"MULTICLINICA SERVICOS DE SAUDE LTDA (354554)";"Médico Hospitalar";"Pequeno";"131";"92";"   1.85";"   2.81";"   2.81";"   2.80";"   1.85";"   1.85";"0.00";"   3.56";"   3.47";"   4.23";"   0.84";"   1.66";"202007";"15/01/2021 07:40:34"
"UNIMED PALMEIRA DOS ÍNDIOS COOPERATIVA DE TRABALHO MÉDICO (369233)";"Médico Hospitalar";"Pequeno";"132";"116";"   1.75";"   1.77";"   1.77";"   3.52";"   1.75";"   1.75";"   1.74";"   1.74";"   1.74";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO (348261)";"Médico Hospitalar";"Pequeno";"133";"136";"   1.71";"   1.12";"   1.13";"   1.13";"   1.14";"   1.71";"   1.14";"   1.14";"   0.56";"   1.13";"   0.56";"   0.57";"202007";"15/01/2021 07:40:34"
"ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE (417297)";"Médico Hospitalar";"Pequeno";"134";"118";"   1.70";"   1.69";"   1.12";"   2.25";"   2.26";"   1.70";"   0.57";"   0.57";"   0.57";"   1.15";"   0.58";"   1.16";"202007";"15/01/2021 07:40:34"
"UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO (335517)";"Médico Hospitalar";"Pequeno";"135";"143";"   1.69";"   1.05";"   1.60";"   1.63";"   1.66";"   1.69";"   1.15";"   0.57";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA (313084)";"Médico Hospitalar";"Pequeno";"136";"160";"   1.65";"   0.82";"   0.82";"   0.82";"0.00";"   1.65";"   1.65";"   1.65";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO (304468)";"Médico Hospitalar";"Pequeno";"137";"180";"   1.57";"   0.50";"   0.51";"   1.54";"   1.04";"   1.57";"   1.05";"   1.59";"   1.59";"   2.66";"   2.14";"   1.61";"202007";"15/01/2021 07:40:34"
"UNIMED DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO (342386)";"Médico Hospitalar";"Pequeno";"138";"182";"   1.55";"0.00";"0.00";"0.00";"0.00";"   1.55";"   2.99";"   2.89";"   1.40";"0.00";"   2.92";"   3.02";"202007";"15/01/2021 07:40:34"
"UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO (312592)";"Médico Hospitalar";"Pequeno";"139";"85";"   1.53";"   3.11";"   3.08";"   1.54";"   1.53";"   1.53";"   1.53";"   1.52";"   1.52";"   1.51";"   0.50";"0.00";"202007";"15/01/2021 07:40:34"
"ORALCLASS ASSISTENCIA MÉDICA E ODONTOLOGICA LTDA. (402478)";"Médico Hospitalar";"Pequeno";"12";"5";"  45.06";" 128.54";" 109.02";"  83.30";"  73.61";"  45.06";"  34.01";"  49.53";"  51.62";"  55.60";"  36.62";"  39.15";"202007";"15/01/2021 07:40:34"
"INTERCLÍNICAS DO BRASIL ASSISTENCIA MÉDICA LTDA (420841)";"Médico Hospitalar";"Pequeno";"13";"28";"  44.60";"  14.81";"  44.05";"  73.60";"  74.18";"  44.60";"  29.88";"  76.06";" 109.38";"  95.59";"  31.98";"  15.98";"202007";"15/01/2021 07:40:34"
"SMS - ASSISTÊNCIA MÉDICA LTDA - EM LIQUIDAÇÃO EXTRAJUDICIAL (311405)";"Médico Hospitalar";"Pequeno";"14";"21";"  43.79";"  18.20";"  29.50";"  57.32";"  61.53";"  43.79";"  16.21";"  16.06";"  21.28";"  52.91";"  63.25";"  78.84";"202007";"15/01/2021 07:40:34"
"CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA. (327328)";"Médico Hospitalar";"Pequeno";"15";"182";"  41.10";"0.00";"  42.49";"  83.80";"  82.99";"  41.10";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS (357138)";"Médico Hospitalar";"Pequeno";"16";"9";"  36.01";"  74.91";"  37.08";"  73.44";"  36.28";"  36.01";"0.00";"0.00";"0.00";"0.00";"0.00";"  35.29";"202007";"15/01/2021 07:40:34"
"UNIMED PLANALTO - COOPERATIVA DE TRABALHO MÉDICO (310131)";"Médico Hospitalar";"Pequeno";"17";"31";"  32.41";"  13.84";"  10.27";"  29.35";"  29.98";"  32.41";"  13.66";"  15.44";"  13.24";"  15.12";"  12.97";"  11.81";"202007";"15/01/2021 07:40:34"
"LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA. (364592)";"Médico Hospitalar";"Pequeno";"18";"25";"  30.01";"  16.05";"  30.79";"  43.95";"  35.65";"  30.01";"  21.25";"  27.78";"  25.03";"  30.04";"  19.74";"  18.22";"202007";"15/01/2021 07:40:34"
"VIDAPLAN SAÚDE LTDA. - EPP (344443)";"Médico Hospitalar";"Pequeno";"19";"7";"  29.82";" 118.34";" 125.52";"  63.36";"  30.74";"  29.82";"0.00";"  56.66";"  55.76";"  55.35";"  25.25";"  22.46";"202007";"15/01/2021 07:40:34"
"ASSOCIAÇÃO AUXILIADORA DAS CLASSES LABORIOSAS (340146)";"Médico Hospitalar";"Pequeno";"20";"11";"  28.86";"  45.73";" 136.35";" 147.81";" 118.97";"  28.86";"  18.93";"  52.11";"  75.28";" 124.48";" 106.61";"  89.70";"202007";"15/01/2021 07:40:34"
"SALUTAR SAÚDE SEGURADORA S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL (000027)";"Médico Hospitalar";"Pequeno";"21";"";"  27.93";"";"  18.44";"  21.41";"  33.16";"  27.93";"  34.50";"  78.19";" 126.09";" 232.82";" 264.03";" 284.66";"202007";"15/01/2021 07:40:34"
"S1 OPERADORA DE PLANO DE SAÚDE LTDA (420981)";"Médico Hospitalar";"Pequeno";"22";"46";"  24.56";"   7.65";"   5.85";"  17.83";"  22.20";"  24.56";"   6.31";"   2.12";"   2.24";"   2.34";"   2.48";"   2.45";"202007";"15/01/2021 07:40:34"
"R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA (420271)";"Médico Hospitalar";"Pequeno";"23";"41";"  24.39";"   9.08";"  17.17";"  17.82";"  28.39";"  24.39";"  19.88";"   9.40";"  11.61";"  15.95";"  14.37";"  17.17";"202007";"15/01/2021 07:40:34"
"HOSPITAL BOM SAMARITANO S/S LTDA (419362)";"Médico Hospitalar";"Pequeno";"24";"16";"  24.28";"  24.42";"  22.14";"  28.68";"  25.95";"  24.28";"  24.84";"  28.90";"  36.99";"  35.93";"  39.57";"  29.88";"202007";"15/01/2021 07:40:34"
"TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL (316849)";"Médico Hospitalar";"Pequeno";"25";"43";"  21.94";"   8.24";"  16.31";"  15.86";"  22.93";"  21.94";"  12.94";"  10.76";"   7.16";"   7.15";"  17.86";"  17.84";"202007";"15/01/2021 07:40:34"
"SMEDSJ - SERVIÇOS MÉDICOS SÃO JOSE LTDA (349755)";"Médico Hospitalar";"Pequeno";"26";"";"  21.00";"";"";"  38.30";"  25.85";"  21.00";"  12.65";"  18.16";"  17.97";"  17.19";"   9.15";"   7.27";"202007";"15/01/2021 07:40:34"
"UNIX SAÚDE S.A (418137)";"Médico Hospitalar";"Pequeno";"27";"20";"  20.94";"  18.74";"  27.45";"  36.43";"  29.85";"  20.94";"  10.09";"   7.51";"   6.31";"   7.23";"   7.16";"   8.12";"202007";"15/01/2021 07:40:34"
"RORAIMA ENERGIA S/A (416983)";"Médico Hospitalar";"Pequeno";"28";"";"  20.16";"";"";"0.00";"0.00";"  20.16";"  20.12";"  16.31";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"SANTA CASA DE SAÚDE - SCS (420085)";"Médico Hospitalar";"Pequeno";"29";"54";"  19.15";"   6.51";"   7.80";"   7.76";"  14.12";"  19.15";"  19.03";"  12.63";"   3.77";"   3.77";"   2.51";"   3.76";"202007";"15/01/2021 07:40:34"
"CLIMOL CLINICA MÉDICA E ODONTOLÓGICA SÃO FRANCISCO DE ASSIS LTDA. (402770)";"Médico Hospitalar";"Pequeno";"30";"182";"  17.60";"0.00";"0.00";"  22.68";"  19.80";"  17.60";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO (344141)";"Médico Hospitalar";"Pequeno";"31";"182";"  16.50";"0.00";"0.00";"  16.43";"  16.48";"  16.50";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202007";"15/01/2021 07:40:34"
"ITAUSEG SAÚDE S.A. (000884)";"Médico Hospitalar";"Pequeno";"32";"14";"  16.06";"  29.52";"  30.47";"  21.67";"  10.77";"  16.06";"  14.91";"  19.08";"  19.00";"  18.92";"  15.68";"  12.49";"202007";"15/01/2021 07:40:34"
"SAUDE CASSEB ASSISTENCIA MEDICA LTDA (418781)";"Médico Hospitalar";"Pequeno";"33";"53";"  14.12";"   6.72";"   7.36";"  12.06";"  13.98";"  14.12";"  11.19";"  12.90";"  16.86";"  16.79";"  13.92";"   9.36";"202007";"15/01/2021 07:40:34"
